conml,conm,tic,cik,gvkey,Works?
DecisionPoint Systems Inc,DECISIONPOINT SYSTEMS INC,DPSI,0001505611,179454,
iBasis Inc,IBASIS INC,IBAS,0001091756,179459,
Aytu BioPharma Inc,AYTU BIOPHARMA INC,AYTU,0001385818,179461,
Trxade Health Inc,TRXADE HEALTH INC,MEDS,0001382574,179507,
Morris Publishing Group LLC,MORRIS PUBLISHING GRP LLC,0038A,0001276477,179519,
Visa Inc,VISA INC,V,0001403161,179534,
Enovis Corporation,ENOVIS CORP,ENOV,0001420800,179577,
Fabrinet,FABRINET,FN,0001408710,179583,
Heritage-Crystal Clean Inc,HERITAGE-CRYSTAL CLEAN INC,HCCI,0001403431,179597,
Celldex Therapeutics Inc,CELLDEX THERAPEUTICS INC,CLDX,0000744218,179598,
Galena Biopharma Inc,GALENA BIOPHARMA INC,GALE,,179605,
Philip Morris International Inc,PHILIP MORRIS INTERNATIONAL,PM,0001413329,179621,
Hillenbrand Inc,HILLENBRAND INC,HI,0001417398,179657,
LogMeIn Inc,LOGMEIN INC,LOGM,0001420302,179666,
ChemoCentryx Inc,CHEMOCENTRYX INC,CCXI,0001340652,179671,
Zogenix Inc,ZOGENIX INC,ZGNX,0001375151,179686,
Solarwinds Corp,SOLARWINDS CORP,SWI,0001739942,179690,
Dr Pepper Snapple Group Inc,DR PEPPER SNAPPLE GROUP INC,DPS,,179700,
Insys Therapeutics Inc,INSYS THERAPEUTICS INC,INSYQ,0001516479,179731,
Energy Recovery Inc,ENERGY RECOVERY INC,ERII,0001421517,179738,
KKR & Co Inc,KKR & CO INC,KKR,0001404912,179741,
Resolute Energy Corp,RESOLUTE ENERGY CORP,REN,0001469510,179782,
RHI Entertainment Inc,RHI ENTERTAINMENT INC,RHIEQ,0001410637,179783,
Verso Corp,VERSO CORP,VRS,0001421182,179817,
Vitacost.com Inc,VITACOST.COM INC,VITC,0001401688,179818,
Quanex Building Products Corp,QUANEX BUILDING PRODUCTS,NX,0001423221,179819,
Western Gas Partners Lp,WESTERN GAS PARTNERS LP,WES.3,0001414475,179831,
CareDx Inc,CAREDX INC,CDNA,0001217234,179834,
Fluidigm Corp,FLUIDIGM CORP,LAB,0001162194,179840,
Codexis Inc,CODEXIS INC,CDXS,0001200375,179841,
Intrepid Potash Inc,INTREPID POTASH INC,IPI,0001421461,179843,
MHP S.E,MHP S.E,6179B,,179846,
AGNC Investment Corp,AGNC INVESTMENT CORP,AGNC,0001423689,179889,
Rackspace Hosting Inc,RACKSPACE HOSTING INC,RAX,0001107694,179925,
Echo Global Logistics Inc,ECHO GLOBAL LOGISTICS INC,ECHO,0001426945,179957,
HCI Group Inc,HCI GROUP INC,HCI,0001400810,179974,
MRC Global Inc,MRC GLOBAL INC,MRC,0001439095,180016,
DigitalGlobe Inc,DIGITALGLOBE INC,DGI,0001208208,180029,
Epocrates Inc,EPOCRATES INC,EPOC,0001096738,180030,
Iovance Biotherapeutics Inc,IOVANCE BIOTHERAPEUTICS INC,IOVA,0001425205,180057,
Sprott Inc,SPROTT INC,SII,0001512920,180081,
Grand Canyon Education Inc,GRAND CANYON EDUCATION INC,LOPE,0001434588,180083,
Safe Bulkers Inc,SAFE BULKERS INC,SB,0001434754,180112,
TOMI Environmental Solutions Inc,TOMI ENVIRONMENTAL SOLUTINS,TOMZ,0000314227,180146,
American Defense Systems Inc,AMERICAN DEFENSE SYSTEMS INC,ADFS,0001260996,180150,
Scripps Networks Interactive Inc,SCRIPPS NETWORKS INTERACTIVE,SNI,0001430602,180167,
Telmex Internacional SAB de CV,TELMEX INTERNACIONAL SAB DE,TLXLY,0001436223,180181,
Oaktree Specialty Lending Corp,OAKTREE SPECIALTY LENDING CP,OCSL,0001414932,180193,
Invesco Mortgage Capital Inc,INVESCO MORTGAGE CAPITAL INC,IVR,0001437071,180228,
Mistras Group Inc,MISTRAS GROUP INC,MG,0001436126,180229,
Navios Maritime Acquisition Corporation,NAVIOS MARITIME ACQUISITION,NNA,0001437260,180256,
Black Knight Inc,BLACK KNIGHT INC,BKI,0001627014,180272,
AGA Medical Holdings Inc,AGA MEDICAL HOLDINGS INC,AGAM,0001421419,180279,
Orbit Garant Drilling Inc,ORBIT GARANT DRILLING INC,OBGRF,,180330,
Research Solutions Inc,RESEARCH SOLUTIONS INC,RSSS,0001386301,180345,
Alimera Sciences Inc,ALIMERA SCIENCES INC,ALIM,0001267602,180363,
Timbercreek Financial Corp,TIMBERCREEK FINANCIAL CORP,TBCRF,,180387,
ILG Inc,ILG INC,ILG,0001434620,180395,
HSN Inc,HSN INC,HSNI,0001434729,180402,
Activision Blizzard Inc,ACTIVISION BLIZZARD INC,ATVI,0000718877,180405,
China Distance Education Holdings Ltd,CHINA DISTANCE EDUCATION-ADR,DL,0001438644,180413,
LendingTree Inc,LENDINGTREE INC,TREE,0001434621,180423,
John Bean Technologies Corp,JOHN BEAN TECHNOLOGIES,JBT,0001433660,180466,
Zurn Water Solutions Corporation,ZURN WATER SOLUTIONS CORP,ZWS,0001439288,180474,
Primero Mining Corp,PRIMERO MINING CORP,PPPMF,0001455886,180475,
Berry Global Group Inc,BERRY GLOBAL GROUP INC,BERY,0001378992,180483,
Lucara Diamond Corp,LUCARA DIAMOND CORP,LUCRF,,180506,
Roadrunner Transportation Systems Inc,ROADRUNNER TRANS SYSTEMS INC,RRTS,0001440024,180562,
STR Holdings Inc,STR HOLDINGS INC,STRI,0001473597,180597,
Cloud Peak Energy Inc,CLOUD PEAK ENERGY INC,CLDPQ,0001441849,180635,
A123 Systems Inc,A123 SYSTEMS INC,AONEQ,0001167178,180636,
MYR Group Inc,MYR GROUP INC,MYRG,0000700923,180646,
VERISK ANALYTICS INC,VERISK ANALYTICS INC,VRSK,0001442145,180652,
Artio Global Investors Inc,ARTIO GLOBAL INVESTORS INC,ART,0001419178,180658,
Aviv REIT Inc,AVIV REIT INC,AVIV.1,0001499686,180659,
iBio Inc,IBIO INC,IBIO,0001420720,180683,
OncoGenex Pharmaceuticals Inc,ONCOGENEX PHARMACEUTICALS,OGXI,,180698,
Broadcom Inc,BROADCOM INC,AVGO,0001730168,180711,
Ascent Capital Group Inc,ASCENT CAPITAL GROUP INC,ASCMA,0001437106,180821,
Mastech Digital Inc,MASTECH DIGITAL INC,MHH,0001437226,180822,
Mead Johnson Nutrition Co,MEAD JOHNSON NUTRITION CO,MJN,0001452575,180833,
MYOS RENS Technology Inc,MYOS RENS TECHNOLOGY INC,MYOS,,180866,
Rosetta Stone Inc,ROSETTA STONE INC,RST,0001351285,180905,
SANUWAVE Health Inc,SANUWAVE HEALTH INC,SNWV,0001417663,181070,
Brink's Home Security Holdings Inc,BRINKS HOME SECURITY HLDGS,CFL.2,0001436040,181099,
Allscripts Healthcare Solutions Inc,ALLSCRIPTS HEALTHCARE SOLTNS,MDRX,0001124804,181104,
Verus International Inc,VERUS INTERNATIONAL INC,VRUS,0001430523,181256,
Green Plains Inc,GREEN PLAINS INC,GPRE,0001309402,181269,
Digimarc Corp,DIGIMARC CORP,DMRC,0001438231,181290,
Cornerstone Therapeutics Inc,CORNERSTONE THERAPEUTICS INC,CRTX.1,0001145404,181617,
CSI Compressco LP,CSI COMPRESSCO LP,CCLP,0001449488,181745,
Alaris Equity Partners Income Trust,ALARIS EQUITY PARTNERS INCOM,ALARF,,181804,
Clearwire Corp,CLEARWIRE CORP,CLWR,0001442505,181904,
Clearwater Paper Corp,CLEARWATER PAPER CORP,CLW,0001441236,181931,
U S Silica Holdings Inc,U S SILICA HOLDINGS INC,SLCA,0001524741,181989,
GigPeak Inc,GIGPEAK INC,GIG.2,0001432150,182012,
Facet Biotech Corp,FACET BIOTECH CORP,FACT.1,0001441848,182015,
OncoSec Medical Inc,ONCOSEC MEDICAL INC,ONCS,0001444307,182023,
Zovio Inc,ZOVIO INC,ZVO,0001305323,182112,
FriendFinder Networks Inc,FRIENDFINDER NETWORKS INC,FFNTQ,0001451951,182116,
Medidata Solutions Inc,MEDIDATA SOLUTIONS INC,MDSO,0001453814,182308,
SMART Technologies Inc,SMART TECHNOLOGIES INC,SMT,0001489147,182331,
Transcept Pharmaceuticals Inc,TRANSCEPT PHARMACEUTICALS,TSPT,,182383,
OpenTable Inc,OPENTABLE INC,OPEN.4,0001125914,182387,
MoneyOnMobile Inc,MONEYONMOBILE INC,MOMT,0001414628,182554,
Boyuan Construction Group Inc,BOYUAN CONSTRUCTION GROUP,BYGRF,,182685,
Changyou.com Ltd,CHANGYOU.COM LTD,CYOU,0001458696,182700,
Office Properties Income Trust,OFFICE PROPERTIES INCOME TR,OPI,0001456772,182701,
Ditech Holding Corp,DITECH HOLDING CORP,DHCPQ,0001040719,182788,
Adamis Pharmaceuticals Corp,ADAMIS PHARMACEUTICALS CORP,ADMP,0000887247,182826,
Ready Capital Corp,READY CAPITAL CORP,RC,0001527590,183029,
Duoyuan Global Water Inc,DUOYUAN GLOBAL WATER  -ADR,DGWIY,0001465317,183066,
Myrexis Inc,MYREXIS INC,MYRX,0001459450,183101,
Western Asset Mortgage Capital Corp,WESTERN ASSET MTG CAPITAL CP,WMC,0001465885,183108,
Issuer Direct Corp,ISSUER DIRECT CORP,ISDR,0000843006,183139,
Capital Power Corp,CAPITAL POWER CORP,CPXWF,,183187,
Alterra Power Corp,ALTERRA POWER CORP,MGMXF,0001689240,183230,
Sagen MI Canada Inc,SAGEN MI CANADA INC,GMICF,,183231,
CareFusion Corp,CAREFUSION CORP,CFN,0001457543,183257,
Addus HomeCare Corp,ADDUS HOMECARE CORP,ADUS,0001468328,183283,
Altisource Portfolio Solutions SA,ALTISOURCE PORTFOLIO SOLTNS,ASPS,0001462418,183312,
TherapeuticsMD Inc,THERAPEUTICSMD INC,TXMD,0000025743,183322,
PennyMac Mortgage Investment Trust,PENNYMAC MORTGAGE INVEST TR,PMT,0001464423,183324,
Global Cord Blood Corp,GLOBAL CORD BLOOD CORP,CO,0001467808,183337,
Ancestry.com Inc,ANCESTRY.COM INC,ACOM,0001469433,183352,
Hyatt Hotels Corp,HYATT HOTELS CORP,H,0001468174,183366,
Fortinet Inc,FORTINET INC,FTNT,0001262039,183377,
Seahawk Drilling Inc,SEAHAWK DRILLING INC,HAWKQ,0001452384,183380,
Starwood Property Trust Inc,STARWOOD PROPERTY TRUST INC,STWD,0001465128,183388,
CreXus Investment Corp,CREXUS INVESTMENT CORP,CXS,0001467027,183446,
Essex Rental Corp,ESSEX RENTAL CORP,ESSX,0001373988,183480,
GAIN Capital Holdings Inc,GAIN CAPITAL HOLDINGS INC,GCAP,0001444363,183528,
Shanda Games Ltd,SHANDA GAMES LTD  -ADR,GAME.1,0001470157,183553,
Archipelago Learning Inc,ARCHIPELAGO LEARNING INC,ARCL,0001470699,183554,
Global Defense Technology & Systems Inc,GLOBAL DEFNSE TCH & SYS INC,GTEC.1,0001471038,183555,
IDW Media Holdings Inc,IDW MEDIA HOLDINGS INC,IDW,0001463833,183565,
rue21 Inc,RUE21 INC,RUE,0001471458,183570,
KAR Auction Services Inc,KAR AUCTION SERVICES INC,KAR,0001395942,183581,
OTC Markets Group Inc,OTC MARKETS GROUP INC,OTCM,0001767287,183590,
Omeros Corp,OMEROS CORP,OMER,0001285819,183593,
DigitalBridge Group Inc,DIGITALBRIDGE GROUP INC,DBRG,0001679688,183603,
Apollo Commercial Real Estate Finance Inc,APOLLO COMMERCIAL RE FIN INC,ARI,0001467760,183606,
Zoom Technologies Inc,ZOOM TECHNOLOGIES INC,ZTNO,0000822708,183612,
R1 RCM INC,R1 RCM INC,RCM,0001472595,183636,
Iridium Communications Inc,IRIDIUM COMMUNICATIONS INC,IRDM,0001418819,183640,
Minim Inc,MINIM INC,MINM,0001467761,183666,
Lightstream Resources Ltd,LIGHTSTREAM RESOURCES LTD,LSTMF,,183667,
Dollarama Inc,DOLLARAMA INC,DLMAF,,183683,
Team Health Holdings Inc,TEAM HEALTH HOLDINGS INC,TMH,0001082754,183684,
Baltic Trading Ltd,BALTIC TRADING LTD,BALT.1,0001474042,183700,
Vertex Energy Inc,VERTEX ENERGY INC,VTNR,0000890447,183704,
China Real Estate Information Corp,CHINA REAL ESTATE INFO  -ADR,CRIC,0001472353,183706,
Innovative Composite International Inc,INNOVATIVE COMPOSITE INTL,ICIZF,,183731,
Exceed Co Ltd,EXCEED CO LTD,EDSFF,0001396016,183735,
Generac Holdings Inc,GENERAC HOLDINGS INC,GNRC,0001474735,183736,
IntelliPharmaCeutics International Inc,INTELLIPHARMACEUTICS INTL,IPCIF,0001474835,183739,
Two Harbors Investment Corp,TWO HARBORS INVESTMENT CORP,TWO,0001465740,183780,
Cenovus Energy Inc,CENOVUS ENERGY INC,CVE,0001475260,183791,
Cowen Inc,COWEN INC,COWN,0001466538,183797,
Fluent Inc,FLUENT INC,FLNT,0001460329,183799,
Armour Residential REIT Inc,ARMOUR RESIDENTIAL REIT INC,ARR,0001428205,183822,
State Bank Financial Corp,STATE BANK FINANCIAL CORP,STBZ,0001497275,183826,
Pebblebrook Hotel Trust,PEBBLEBROOK HOTEL TRUST,PEB,0001474098,183830,
Parex Resources Inc,PAREX RESOURCES INC,PARXF,0001506666,183855,
Predictive Oncology Inc,PREDICTIVE ONCOLOGY INC,POAI,0001446159,183860,
Anthera Pharmaceuticals Inc,ANTHERA PHARMACEUTCLS INC,ANTH,0001316175,183879,
7 Days Group Holdings Ltd,7 DAYS GROUP HLDGS LTD  -ADR,SVN,0001434220,183889,
Concord Medical Services Holdings Ltd,CONCORD MEDICAL SVCS  -ADR,CCM,0001472072,183896,
Ellington Financial Inc,ELLINGTON FINANCIAL INC,EFC,0001411342,183902,
Calix Inc,CALIX INC,CALX,0001406666,183903,
China Nuokang Bio-Pharmaceutical Inc,CHINA NUOKANG BIO-PHARMA-ADR,NKBP,0001474952,183904,
AOL Inc,AOL INC,AOL,0001468516,183920,
Sensata Technologies Holding Plc,SENSATA TECHNOLOGES HLDG PLC,ST,0001477294,183942,
CorMedix Inc,CORMEDIX INC,CRMD,0001410098,183945,
Chesapeake Lodging Trust,CHESAPEAKE LODGING TRUST,CHSP,0001473078,183963,
Mobivity Holdings Corp,MOBIVITY HOLDINGS CORP,MFON,0001447380,183964,
SPS Commerce Inc,SPS COMMERCE INC,SPSC,0001092699,183974,
Energy XXI Gulf Coast Inc,ENERGY XXI GULF COAST INC,EGC,0001404973,184006,
Financial Engines Inc,FINANCIAL ENGINES INC,FNGN,0001430592,184009,
SemGroup Corp,SEMGROUP CORP,SEMG,0001489136,184035,
Cobalt International Energy Inc,COBALT INTL ENERGY INC,CIEIQ,0001471261,184040,
AVEO Pharmaceuticals Inc,AVEO PHARMACEUTICALS INC,AVEO,0001325879,184046,
Blink Charging Co,BLINK CHARGING CO,BLNK,0001429764,184049,
Meru Networks Inc,MERU NETWORKS INC,MERU,0001167294,184057,
ReachLocal Inc,REACHLOCAL INC,RLOC,0001297336,184068,
Xinergy Ltd,XINERGY LTD,XRGYQ,,184069,
Kingold Jewelry Inc,KINGOLD JEWELRY INC,KGJI,0001089531,184070,
ClearPoint Neuro Inc,CLEARPOINT NEURO INC,CLPT,0001285550,184077,
Tengion Inc,TENGION INC,TNGNQ,0001296391,184079,
Entrec Corp,ENTREC CORP,ENTCF,,184086,
Telenav Inc,TELENAV INC,TNAV,0001474439,184101,
DynaVox Inc,DYNAVOX INC,DVOXQ,0001479426,184109,
Vuzix Corp,VUZIX CORP,VUZI,0001463972,184113,
IFM Investments Ltd,IFM INVESTMENTS LTD,CTCLY,0001477324,184116,
Pioneer Power Solutions Inc,PIONEER POWER SOLUTIONS INC,PPSI,0001449792,184133,
National American University Holdings Inc,NATIONAL AMERN UNIV HLDG INC,NAUH,0001399855,184149,
Daqo New Energy Corp,DAQO NEW ENERGY CORP,DQ,0001477641,184155,
MSG Networks Inc,MSG NETWORKS INC,MSGN,0001469372,184157,
Matrix Asset Management Inc,MATRIX ASSET MANAGEMENT INC,MTA.2,,184162,
First Interstate BancSystem Inc,FIRST INTERSTATE BANCSYSTEM,FIBK,0000860413,184167,
VersaPay Corp,VERSAPAY CORP,VPYYF,,184170,
JinkoSolar Holding Co Ltd,JINKOSOLAR HOLDING CO,JKS,0001481513,184182,
Everyday Health Inc,EVERYDAY HEALTH INC,EVDY,0001358483,184208,
Convio Inc,CONVIO INC,CNVO,0001407450,184219,
UniTek Global Services Inc,UNITEK GLOBAL SERVICES INC,UNTKQ,0000826773,184241,
Apollo Global Management Inc,APOLLO GLOBAL MGMT INC,APO,0001411494,184254,
Ironwood Pharmaceuticals Inc,IRONWOOD PHARMACEUTICALS INC,IRWD,0001446847,184256,
Douglas Dynamics Inc,DOUGLAS DYNAMICS INC,PLOW,0001287213,184258,
S&W Seed Co,S&W SEED CO,SANW,0001477246,184259,
QuinStreet Inc,QUINSTREET INC,QNST,0001117297,184263,
SLR Investment Corp,SLR INVESTMENT CORP,SLRC,0001418076,184287,
Access Midstream Partners LP,ACCESS MIDSTREAM PARTNERS LP,ACMP,,184321,
Express Inc,EXPRESS INC,EXPR,0001483510,184323,
Scorpio Tankers Inc,SCORPIO TANKERS INC,STNG,0001483934,184352,
MusclePharm Corp,MUSCLEPHARM CORP,MSLP,0001415684,184378,
Green Dot Corp,GREEN DOT CORP,GDOT,0001386278,184392,
Oasis Petroleum Inc,OASIS PETROLEUM INC,OAS,0001486159,184442,
Excel Trust Inc,EXCEL TRUST INC,EXL,0001478950,184449,
Huazhu Group Limited,HUAZHU GROUP LTD,HTHT,0001483994,184453,
Ampio Pharmaceuticals Inc,AMPIO PHARMACEUTICALS INC,AMPE,0001411906,184465,
Pernix Therapeutics Holdings Inc,PERNIX THERAPEUTICS HOLDINGS,PTXTQ,0001024126,184487,
Brookfield Renewable Power Preferred Equity Inc,BROOKFIELD RENEWABLE PWR PFD,BRF.PR.A,,184488,
Nationstar Mortgage Holdings Inc,NATIONSTAR MORTGAGE HOLDINGS,NSM,0001520566,184498,
Cboe Global Markets Inc,CBOE GLOBAL MARKETS INC,CBOE,0001374310,184500,
BroadSoft Inc,BROADSOFT INC,BSFT.1,0001086909,184514,
Primo Water Corp -Old,PRIMO WATER CORP -OLD,PRMW.1,0001365101,184526,
Catalent Pharma Solutions Inc,CATALENT PHARMA SOLUTIONS,5051B,0001416083,184536,
GenMark Diagnostics Inc,GENMARK DIAGNOSTICS INC,GNMK,0001487371,184542,
Sienna Senior Living Inc,SIENNA SENIOR LIVING INC,LWSCF,,184543,
MaxLinear Inc,MAXLINEAR INC,MXL,0001288469,184551,
Northwest Healthcare Properties Real Estate Investment Trust,NORTHWEST HEALTHCARE PPTYS,NWHUF,,184552,
Westmoreland Resource Partners LP,WESTMORELAND RES PARTNERS LP,WMLPQ,0001412347,184569,
Higher One Holdings Inc,HIGHER ONE HOLDINGS INC,ONE.2,0001486800,184571,
Envestnet Inc,ENVESTNET INC,ENV,0001337619,184576,
Nova Lifestyle Inc,NOVA LIFESTYLE INC,NVFY,0001473334,184585,
Sajan Inc,SAJAN INC,SAJA,0001118037,184592,
Qlik Technologies Inc,QLIK TECHNOLOGIES INC,QLIK,0001305294,184603,
Alpha and Omega Semiconductor Limited,ALPHA AND OMEGA SEMICONDUCTO,AOSL,0001387467,184604,
Aeroflex Holding Corp,AEROFLEX HOLDING CORP,ARX,0001487990,184639,
Athabasca Oil Corp,ATHABASCA OIL CORP,ATHOF,,184651,
Erin Energy Corp,ERIN ENERGY CORP,ERINQ,0001402281,184652,
Kips Bay Medical Inc,KIPS BAY MEDICAL INC,KIPS,0001460198,184660,
Charm Communications Inc,CHARM COMMUNICATIONS INC,CHRM,0001485487,184672,
RealD Inc,REALD INC,RLD,0001327471,184673,
IntraLinks Holdings Inc,INTRALINKS HOLDINGS INC,IL,0001488075,184676,
Chatham Lodging Trust,CHATHAM LODGING TRUST,CLDT,0001476045,184688,
Golub Capital BDC Inc,GOLUB CAPITAL BDC INC,GBDC,0001476765,184689,
FleetCor Technologies Inc,FLEETCOR TECHNOLOGIES INC,FLT,0001175454,184700,
NeoPhotonics Corp,NEOPHOTONICS CORP,NPTN,0001227025,184702,
Tangoe Inc,TANGOE INC,TNGO,0001182325,184715,
Amyris Inc,AMYRIS INC,AMRS,0001365916,184717,
NXP Semiconductors NV,NXP SEMICONDUCTORS NV,NXPI,0001413447,184725,
Stellar Biotechnologies Inc,STELLAR BIOTECHNOLOGIES INC,SBOT,,184727,
First Eagle Alternative Capital BDC Inc,FIRST EAGLE ALTERNATIVE CAPI,FCRD,0001464963,184735,
Emerald Oil Inc,EMERALD OIL INC,EOXLQ,0001283843,184742,
Quad/Graphics Inc,QUAD/GRAPHICS INC,QUAD,0001481792,184748,
Immediatek Inc,IMMEDIATEK INC,IMKI,0001084182,184762,
China New Borun Corp,CHINA NEW BORUN CORP -ADR,BORNY,0001490366,184767,
Tower International Inc,TOWER INTERNATIONAL INC,TOWR,0001485469,184785,
RealPage Inc,REALPAGE INC,RP,0001286225,184797,
Fresh Market Inc (The),FRESH MARKET INC,TFM.1,0001489979,184807,
Erickson Inc,ERICKSON INC,EACIQ,0001490165,184868,
TransGlobe Apartment Real Estate Investment Trust,TRANSGLOBE APARTMENT REIT,TGA.UN,,184872,
TMS International Corp,TMS INTERNATIONAL CORP,TMS,0001491501,184880,
NuPathe Inc,NUPATHE INC,PATH.3,0001375200,184884,
Campus Crest Communities Inc,CAMPUS CREST COMMUNITIES INC,CCG,0001490983,184885,
First American Financial Corp,FIRST AMERICAN FINANCIAL CP,FAF,0001472787,184899,
Tricon Residential Inc,TRICON RESIDENTIAL INC,TCN,0001584425,184905,
Workhorse Group Inc,WORKHORSE GROUP INC,WKHS,0001425287,184957,
Furiex Pharmaceuticals Inc,FURIEX PHARMACEUTICALS INC,FURX,0001484478,184961,
BrightPath Early Learning Inc,BRIGHTPATH EARLY LEARNING,EDLNF,,184970,
Zipcar Inc,ZIPCAR INC,ZIP.1,0001131457,184981,
Voltari Corp,VOLTARI CORP,VLTC,0001568319,184994,
Tesla Inc,TESLA INC,TSLA,0001318605,184996,
Quadrant 4 Systems Corp,QUADRANT 4 SYSTEMS CORP,QFORQ,0000878802,185003,
Hudson Pacific Properties Inc,HUDSON PACIFIC PPTYS INC,HPP,0001482512,185018,
Tahoe Resources Inc,TAHOE RESOURCES INC,TAHO,0001510400,185030,
Conifex Timber Inc,CONIFEX TIMBER INC,CFXTF,,185051,
Tornier NV,TORNIER NV,TRNX.1,,185058,
Crumbs Bake Shop Inc,CRUMBS BAKE SHOP INC,CRMBQ,0001476719,185083,
AutoNavi Holdings Ltd,AUTONAVI HLDG LTD,AMAP,0001489895,185087,
Inphi Corp,INPHI CORP,IPHI,0001160958,185112,
KEYW Holding Corp (The),KEYW HOLDING CORP,KEYW,0001487101,185119,
Pactera Technology International Ltd,PACTERA TECHNOLOGY INTL,PACT,0001493639,185121,
Electromed Inc,ELECTROMED INC,ELMD,0001488917,185125,
Ameresco Inc,AMERESCO INC,AMRC,0001488139,185128,
Vishay Precision Group Inc,VISHAY PRECISION GROUP INC,VPG,0001487952,185138,
Affinia Group Holdings Inc,AFFINIA GROUP HLDGS INC-REDH,AFN,0001495064,185162,
Tier REIT Inc,TIER REIT INC,TIER,0001176373,185164,
Camelot Information Systems Inc,CAMELOT INFO SYSTEMS INC-ADR,CIS,0001487295,185166,
CoreSite Realty Corp,CORESITE REALTY CORP,COR,0001490892,185177,
InvenSense Inc,INVENSENSE INC,INVN,0001294924,185180,
G-Estate Liquidation Stores Inc,G-ESTATE LIQUIDATION STORES,GMANQ,0001490636,185190,
LiNiu Technology Group,LINIU TECHNOLOGY GROUP,LINUF,0001417754,185191,
Xtant Medical Holdings Inc,XTANT MEDICAL HOLDINGS INC,XTNT,0001453593,185193,
Bravo Brio Restaurant Group Inc,BRAVO BRIO RESTAURANT GP INC,BBRG,0001495479,185194,
Vera Bradley Inc,VERA BRADLEY INC,VRA,0001495320,185195,
Body Central Corp,BODY CENTRAL CORP,BODY.1,0001379246,185227,
BWX Technologies Inc,BWX TECHNOLOGIES INC,BWXT,0001486957,185229,
NetSpend Holdings Inc,NETSPEND HOLDINGS INC,NTSP,0001496623,185269,
MagicJack VocalTec Ltd,MAGICJACK VOCALTEC LTD,CALL,0001005699,185276,
Fairmount Santrol Holdings Inc,FAIRMOUNT SANTROL HOLDINGS,FMSA,0001010858,185277,
Assembly Biosciences Inc,ASSEMBLY BIOSCIENCES INC,ASMB,0001426800,185289,
Stars Group Inc,STARS GROUP INC,TSG,0001635327,185291,
China Kanghui Holdings,CHINA KANGHUI HOLDINGS -ADR,KH,0001495660,185307,
MEG Energy Corp,MEG ENERGY CORP,MEGEF,0001254045,185309,
Swift Transportation Co,SWIFT TRANSPORTATION CO,SWFT,,185318,
MakeMyTrip Ltd,MAKEMYTRIP LTD,MMYT,0001495153,185319,
Enservco Corp,ENSERVCO CORP,ENSV,0000319458,185323,
Pinnacle Foods Inc,PINNACLE FOODS INC,PF,0001564822,185334,
Civitas Solutions Inc,CIVITAS SOLUTIONS INC,CIVI.,0001608638,185337,
STAG Industrial Inc,STAG INDUSTRIAL INC,STAG,0001479094,185339,
Global Brass and Copper Holdings Inc,GLOBAL BRASS & COPPER HLDGS,BRSS,0001533526,185344,
Preferred Apartment Communities Inc,PREFERRED APARTMENT CMNTYS,APTS,0001481832,185345,
Complete Genomics Inc,COMPLETE GENOMICS INC,GNOM.2,0001361103,185346,
Ossen Innovation Co Ltd,OSSEN INNOVATION CO LTD -ADR,OSN,0001485538,185353,
Horizon Therapeutics Public Ltd Co,HORIZON THERAPEUTICS PUB LTD,HZNP,0001492426,185355,
Diamond Resorts International Inc,DIAMOND RESORTS INTL,DRII,0001566897,185363,
Walker & Dunlop Inc,WALKER & DUNLOP INC,WD,0001497770,185370,
Clarus Corp,CLARUS CORP,CLAR,0000913277,185372,
EVERTEC Inc,EVERTEC INC,EVTC,0001559865,185375,
SemiLEDs Corp,SEMILEDS CORP,LEDS,0001333822,185380,
Summit Hotel Properties Inc,SUMMIT HOTEL PROPERTIES INC,INN,0001497645,185396,
Emergent Capital Inc,EMERGENT CAPITAL INC,EMGCQ,0001494448,185416,
Pacific Biosciences of California Inc,PACIFIC BIOSCIENCES OF CALIF,PACB,0001299130,185419,
Rand Worldwide Inc,RAND WORLDWIDE INC,RWWI,0000852437,185427,
Endocyte Inc,ENDOCYTE INC,ECYT,0001235007,185428,
Whitestone REIT,WHITESTONE REIT,WSR,0001175535,185453,
Fiera Capital Corp,FIERA CAPITAL CORP,FRRPF,0001505817,185489,
Alliqua BioMedical Inc,ALLIQUA BIOMEDICAL INC,ALQA,,185495,
Global Brokerage Inc,GLOBAL BROKERAGE INC,GLBR,0001499912,185518,
Country Style Cooking Restaurant Chain Co Ltd,COUNTRY STYLE COOK,CCSC,0001499934,185524,
China Ming Yang Wind Power Group Ltd,CHINA MING YANG WIND PWR-ADR,MY,0001500689,185525,
